engine_temp,engine_rpm,oil_level,vehicle_mileage,vibration,health_score
117.8,4729,72.8,26782,0.67,60
98.5,3654,10.1,83669,2.7,15
61.4,1874,77.2,188875,1.62,85
85.8,4309,59.8,4489,2.96,65
112.5,938,84.2,140180,1.82,40
78.1,4111,25.7,64430,1.19,60
65.7,4875,84.2,72118,0.89,85
105.5,3899,14.0,81274,2.76,15
96.4,2256,43.4,139102,1.18,60
94.2,1242,24.0,61603,0.52,75
63.2,2280,88.2,21118,0.91,100
68.4,1950,72.0,11593,1.97,80
97.4,1218,7.4,67730,0.49,50
72.5,1769,5.9,160511,0.37,60
90.2,851,32.7,108653,1.43,75
92.7,901,18.6,44592,0.34,75
77.0,3741,64.9,177333,1.24,70
116.9,2166,68.1,46652,1.04,75
110.5,3764,94.5,135610,1.24,45
103.3,4557,95.4,151514,1.51,45
64.7,2810,67.6,135914,0.64,85
66.4,3752,5.5,113393,1.38,60
89.6,4259,39.1,91978,1.15,60
69.6,1211,53.7,182023,2.41,65
118.7,2543,52.4,171410,2.11,40
69.5,673,62.3,41464,2.63,80
89.2,3473,96.3,82639,2.04,80
81.8,756,89.1,5773,0.45,100
98.4,4158,15.3,113680,1.57,35
67.7,855,30.3,189290,2.25,40
85.8,3710,84.1,35646,2.54,65
76.5,1651,83.3,176409,0.63,85
113.3,3017,31.2,15586,0.75,50
62.4,2856,74.4,95651,2.6,80
114.8,3234,68.8,174365,1.51,60
110.0,3496,50.0,44180,1.41,75
77.9,2491,24.1,115091,1.53,75
107.4,4283,89.4,126633,0.6,45
61.9,4064,69.4,76918,1.92,65
118.0,3091,21.1,58039,2.44,30
91.6,4339,72.0,123787,2.53,50
78.2,2375,75.4,44807,0.19,100
81.8,4536,89.3,27740,2.17,65
64.0,2570,26.2,6772,0.36,75
119.4,4319,98.9,39358,2.9,40
62.4,4553,19.6,145719,1.5,45
99.3,3092,62.1,16504,2.35,55
86.6,1248,67.4,137532,1.9,65
116.9,2240,44.8,137353,2.86,40
74.8,1128,50.1,153318,2.92,65
91.9,2701,89.6,117553,0.91,100
88.9,1018,66.3,36499,1.5,100
102.2,2952,52.2,46733,1.56,75
64.1,4109,17.2,159563,0.62,45
71.6,684,5.7,44536,2.72,55
72.9,2899,16.9,178944,1.11,60
104.3,2351,95.8,182638,0.35,60
71.3,4821,77.6,156488,0.55,70
94.4,3257,96.9,137707,1.59,85
72.9,4575,8.4,19189,2.66,40
111.7,2951,69.6,194001,1.92,40
116.5,3699,9.2,142570,0.72,20
91.1,1889,79.3,60777,0.96,100
81.1,3723,41.2,103665,2.93,65
74.0,3302,14.1,181689,0.25,60
63.0,1243,59.0,59200,2.98,80
76.1,3505,31.6,10427,2.73,40
99.3,4667,67.7,49555,2.07,40
92.0,4663,67.5,96057,2.84,65
116.6,3522,72.0,6570,0.54,60
83.8,2621,99.3,24988,2.83,80
101.6,4224,41.7,58881,0.72,60
89.4,3470,49.2,184473,1.68,85
90.8,3718,81.4,170186,1.52,70
76.1,736,59.9,8408,1.59,100
87.3,4825,8.5,81210,0.88,60
88.2,1818,85.1,123904,2.36,65
102.4,1617,9.9,178678,2.25,15
116.4,4300,21.2,176926,2.87,5
79.8,3740,14.7,164645,1.57,45
62.5,4129,12.4,183040,1.69,45
89.8,3187,7.4,158457,2.72,40
92.7,2982,10.2,156919,2.77,40
70.1,3205,47.0,186455,1.98,65
105.6,3687,29.0,129443,2.48,5
119.1,4127,17.0,138492,1.56,20
116.7,3157,67.6,42147,1.23,75
71.8,808,26.5,13806,2.61,55
112.5,4410,6.8,4257,2.35,15
102.3,4753,44.7,18696,0.8,60
87.2,2607,34.5,34763,0.24,75
92.4,3463,35.3,112467,1.74,75
111.0,3976,47.3,70531,2.54,40
88.8,1968,68.5,149198,0.82,85
82.4,4400,63.6,33923,2.33,65
89.6,1637,94.0,172425,1.3,85
94.7,2890,54.2,88867,1.07,100
71.3,1592,49.9,7202,0.6,100
114.1,3538,25.3,110138,2.81,15
100.5,993,76.8,194240,0.75,60
98.0,4286,18.4,103121,0.91,35
66.0,957,51.7,193907,1.06,85
96.3,4604,45.0,104133,0.93,60
67.3,1781,67.5,103519,0.57,100
64.7,2665,92.2,179881,1.13,85
91.6,4502,94.9,13341,1.47,85
84.2,4018,20.9,121625,1.7,45
95.3,3729,29.9,65410,0.55,35
65.4,754,82.1,20640,2.36,80
85.9,4158,54.2,156977,1.0,70
70.5,2154,48.0,140910,2.76,65
119.2,1086,72.5,24275,1.06,75
93.7,1982,62.2,137411,2.6,65
101.2,3015,97.2,59999,1.12,75
79.5,1670,60.5,100689,1.57,100
65.7,2854,49.3,144521,1.18,85
118.6,2106,56.6,76565,1.22,75
77.2,2475,81.8,178622,1.89,65
85.4,2790,63.2,152885,2.11,65
99.0,1670,66.5,22659,2.62,55
61.5,790,97.3,143140,1.75,85
108.6,739,63.7,119602,0.73,75
92.2,4610,41.1,177543,2.97,50
76.7,4011,70.7,157952,2.08,50
63.7,3572,67.6,25847,1.19,85
69.7,2114,6.3,165127,2.91,40
113.7,3720,49.4,14802,2.88,40
101.2,4570,75.6,4944,0.33,60
75.0,4124,52.4,360,0.16,85
63.9,1945,79.1,63475,0.23,100
101.4,4782,47.8,83894,2.09,40
94.3,2517,98.4,125807,2.16,65
84.3,4977,32.8,134536,2.2,25
81.8,4510,13.8,149682,1.93,25
73.0,1052,45.9,30607,0.93,100
100.2,4742,56.5,136116,0.58,45
118.2,2211,38.2,169772,2.79,15
70.5,3767,28.0,190962,2.75,25
95.8,2678,68.8,141988,0.8,60
85.5,3181,40.8,85825,0.59,100
86.8,2664,65.0,69311,1.19,100
75.2,1858,79.0,45347,0.24,100
109.5,953,77.3,131889,0.57,60
89.1,4236,40.7,133218,1.2,70
92.6,2163,59.0,90292,0.79,100
78.3,1311,47.7,154552,2.24,65
70.9,4102,87.7,32146,2.72,65
65.2,3332,88.5,119157,2.74,80
102.8,1456,37.7,163683,1.85,15
71.8,4872,13.7,24234,2.14,40
101.4,2029,20.9,136030,1.53,35
83.4,3092,39.9,55417,0.53,75
84.9,3798,58.6,147897,1.94,50
88.2,4020,67.4,57036,1.11,85
82.1,2668,36.5,108788,0.12,75
66.0,4091,68.4,59006,1.77,85
78.6,751,94.1,122346,0.68,85
99.8,3831,66.9,58214,2.67,40
99.9,3506,20.1,27450,2.81,15
77.2,4151,60.1,195629,0.57,70
87.6,2066,56.5,76227,0.19,100
71.6,4791,87.7,63211,0.11,85
72.6,4023,38.3,19596,2.75,40
61.4,4657,45.2,59000,0.54,85
113.8,3525,61.9,198504,1.36,45
72.6,4265,54.8,130568,0.27,70
73.7,4030,73.3,33857,1.18,85
76.8,1756,8.8,131380,2.38,40
67.6,4807,58.5,156240,1.28,70
98.4,4008,16.6,159491,2.35,5
64.5,1761,34.9,70029,2.1,55
68.1,1859,67.9,12756,1.6,100
98.7,4690,20.0,160360,2.24,5
80.4,3441,34.3,129415,2.65,40
102.5,3802,71.8,143456,2.4,25
93.4,3581,66.8,170924,2.11,50
75.4,4154,13.6,146267,2.14,25
99.0,4072,59.8,86210,0.57,60
67.0,1824,19.0,121789,2.86,40
92.2,4987,29.0,34125,0.7,60
86.2,2989,48.6,82,1.11,100
76.1,1614,15.4,73978,1.6,75
96.2,2626,99.4,103715,0.47,75
112.3,4313,20.7,51539,1.82,15
119.9,2092,79.2,83328,0.63,75
96.5,4722,83.8,178875,2.78,25
84.3,2300,99.5,58825,2.68,80
73.5,1054,45.7,81036,1.68,100
75.4,1517,88.0,60555,1.4,100
88.8,613,96.0,127075,0.4,85
82.0,4974,21.4,167568,2.49,25
114.8,1089,50.5,5294,1.2,75
82.1,1584,10.7,44852,0.81,75
82.4,1560,64.0,65858,2.99,80
83.0,2382,60.2,15836,2.04,80
110.2,2469,24.4,166900,0.31,35
99.0,3904,80.8,130093,2.42,25
96.9,3244,8.5,180050,2.28,15
80.0,4945,81.6,85620,1.26,85
109.1,4268,7.5,169475,0.46,20
62.3,2425,67.4,68920,1.54,100
112.2,3907,12.5,140525,2.31,5
90.8,3962,28.9,156453,0.32,45
83.9,3710,73.6,195614,0.57,70
89.8,3365,31.6,189949,1.89,40
100.0,4878,53.6,108537,1.72,60
60.8,4370,91.9,184449,2.72,50
112.3,3292,9.7,3664,2.46,30
86.8,629,82.1,166936,2.76,65
80.6,1366,11.2,144943,1.45,60
68.3,1214,17.0,73101,2.38,55
86.4,1604,16.3,70195,0.24,75
89.8,2721,99.4,157001,0.95,85
84.2,3726,22.1,114836,1.97,40
100.7,3609,90.2,136802,2.31,25
85.3,4419,99.1,89083,1.75,85
117.7,623,41.5,157431,1.49,60
96.0,4659,64.9,55414,0.78,60
108.4,3693,79.0,120241,0.61,45
66.6,3510,42.3,76003,2.64,65
83.8,2570,20.4,91936,0.51,75
80.2,2138,46.2,95385,1.36,100
94.2,3741,78.3,82078,2.68,65
111.7,4569,79.2,29234,0.53,60
64.7,3524,26.9,547,0.47,60
64.4,1170,21.6,185356,2.11,40
111.0,1842,92.5,199508,1.06,60
72.8,1312,9.2,51417,1.36,75
100.1,1893,74.8,140018,1.91,40
92.6,3466,9.4,52943,1.2,75
110.0,2274,84.6,11020,2.42,55
67.5,4263,91.0,135389,2.91,50
67.8,1959,33.3,131595,2.81,40
93.4,1235,12.0,91622,1.68,75
116.8,1809,50.7,55076,1.13,75
84.9,3212,33.4,80195,1.36,75
79.6,1897,44.6,139881,1.06,85
96.4,957,68.2,146607,1.38,60
115.8,840,24.9,81834,0.14,50
110.2,3204,38.9,50012,0.26,50
119.7,4664,79.3,120872,2.34,25
61.4,2426,66.2,48951,1.07,100
66.8,4158,36.0,89412,2.4,40
96.6,4460,68.1,153336,1.49,45
109.2,4851,77.7,79114,2.44,40
77.1,4739,61.3,89821,2.02,65
74.4,737,27.8,61832,0.68,75
107.2,4334,5.0,27476,1.4,35
63.4,2567,81.3,51973,2.14,80
82.2,742,83.2,53017,1.06,100
90.3,4233,71.3,15503,0.66,85
93.6,3159,12.3,142578,1.67,60
103.7,4757,60.6,40994,0.89,60
81.3,2619,83.0,147241,1.82,65
96.8,3449,42.0,149556,0.89,60
95.1,1792,23.8,58723,2.73,30
92.9,2913,60.8,180660,1.1,85
98.4,2955,83.5,119050,2.73,55
75.6,3106,9.6,77707,0.91,75
65.1,933,61.7,13920,1.85,80
67.2,3162,66.1,96341,0.48,100
73.5,3320,62.2,114996,2.36,80
90.0,3038,66.8,110856,0.68,100
110.4,2395,65.0,147947,2.61,40
102.1,853,17.4,95814,1.41,50
107.3,4257,27.3,193552,0.37,20
81.1,2023,63.8,103612,1.15,100
84.3,3837,6.7,193701,2.36,25
83.6,3931,65.3,67450,0.32,85
71.5,1627,68.2,2925,1.91,80
63.7,2766,27.7,124248,1.57,60
95.5,4594,61.8,68826,1.0,60
119.4,1069,55.7,43101,2.29,55
70.0,1693,29.8,150685,0.25,60
62.8,3512,49.0,61473,1.54,85
106.8,780,91.4,63903,1.57,75
75.2,4667,45.5,151033,0.35,70
109.8,3676,64.8,103913,0.49,60
102.2,1820,8.4,68107,1.29,50
116.7,4742,12.4,147688,1.66,20
84.5,4223,12.7,129017,0.25,45
99.7,2163,78.9,120938,0.13,60
87.9,4232,38.3,33984,0.66,60
97.8,2957,26.6,3539,1.51,50
87.0,2162,76.0,164361,0.22,85
71.3,2013,21.1,193148,2.23,40
90.5,3106,28.4,84986,0.54,75
91.7,1617,45.9,97558,2.34,80
108.6,4254,36.5,11391,0.69,35
104.1,1357,60.6,82260,1.11,75
99.8,4379,37.1,109240,1.49,35
66.8,1220,42.3,44906,1.11,100
103.2,2488,87.0,77666,0.17,75
90.0,4184,89.0,139322,2.73,50
113.6,781,83.6,180207,0.93,60
115.2,3328,87.2,128991,0.49,60
63.3,2895,59.1,152137,0.48,85
109.2,3267,66.4,54785,2.93,55
62.3,2399,57.9,137775,0.46,85
82.0,2099,79.6,111109,1.1,100
92.5,1584,57.3,51754,0.3,100
68.9,4153,15.6,95376,2.23,40
104.8,2964,81.9,69966,1.83,55
60.5,3905,77.3,37621,1.65,85
70.1,2815,82.9,114595,2.58,80
94.8,3390,23.1,34936,1.76,75
102.9,725,30.8,161511,2.87,15
115.0,3220,33.1,94071,1.91,30
102.3,4815,53.3,101052,1.13,60
100.3,2051,17.7,50460,0.21,50
83.7,1608,41.6,190541,2.2,65
60.1,1813,22.3,198201,1.18,60
67.2,4304,30.2,113089,1.84,40
92.1,3730,72.1,94191,2.64,65
100.5,1296,86.2,92142,0.12,75
85.0,2870,7.2,109748,2.3,55
103.8,2115,58.8,15941,1.36,75
91.3,1634,8.4,155339,0.46,60
64.5,3440,13.1,55590,1.79,75
71.5,2135,72.0,39876,1.64,100
110.4,1413,74.9,129913,2.54,40
103.5,909,82.3,94631,1.61,75
113.7,1611,50.1,115770,2.5,55
67.1,1618,86.7,161579,1.68,85
119.4,4011,20.8,157129,1.4,20
72.6,4318,28.7,98314,1.18,60
60.7,4410,17.8,96602,0.6,60
119.8,2644,80.8,83926,1.79,75
76.9,1716,26.7,129875,1.68,60
100.1,1756,19.8,62468,2.93,30
70.6,1588,64.2,63180,1.3,100
94.8,3066,12.3,145656,1.32,60
114.2,2428,9.3,188850,0.58,35
79.2,2677,15.1,126371,1.83,40
100.2,2945,5.0,153704,2.56,15
71.3,1684,71.2,18673,0.82,100
97.5,3105,58.4,134415,0.13,60
80.2,4644,24.9,18950,2.11,40
72.7,2951,27.1,80600,0.19,75
78.8,3605,82.0,21547,1.29,85
70.7,3095,52.7,97305,1.88,80
114.1,676,71.4,53027,1.22,75
83.8,3162,48.0,100532,0.86,100
74.7,2172,27.6,195163,2.42,40
86.9,4787,97.2,178603,0.97,70
79.2,4270,58.7,172299,0.62,70
104.7,3711,17.4,178755,1.23,20
118.3,3337,43.6,187243,0.48,60
86.3,1952,36.3,141462,2.1,40
111.7,1546,25.3,142951,2.16,15
94.0,4468,93.7,146007,0.14,70
69.4,3737,88.7,184701,2.12,50
101.4,4086,23.9,120605,0.97,20
90.8,4787,38.5,32574,2.0,40
99.0,1602,77.4,180738,2.15,40
113.4,1419,24.8,83663,0.91,50
86.4,1022,61.2,74657,0.64,100
114.1,1171,71.5,159579,2.5,40
105.0,3509,67.1,122544,2.24,25
89.3,2023,72.1,179627,2.53,65
96.2,2233,72.1,99752,1.36,75
79.5,2353,96.7,147654,1.42,85
119.0,1067,37.9,26631,1.1,50
100.0,3522,88.5,128902,1.55,45
62.6,2903,7.1,149236,1.98,40
79.6,2306,32.4,86820,2.46,55
97.4,672,9.6,30646,0.63,50
63.4,746,66.9,151878,1.28,85
61.4,916,14.6,190129,1.44,60
87.0,1205,85.3,87633,1.52,100
80.0,1174,66.4,185967,1.67,85
86.3,1777,7.7,179046,2.43,40
75.8,3926,72.9,142356,2.67,50
69.9,4022,86.9,144929,0.56,70
101.3,3194,67.8,129278,2.17,40
90.9,3482,7.9,85424,1.49,75
72.0,911,86.5,171512,1.31,85
79.2,3455,74.6,177178,0.43,85
95.5,1364,41.0,18951,0.29,75
64.3,3595,36.2,21009,2.94,40
68.8,3800,50.6,14835,1.96,65
64.4,1035,87.4,42290,1.41,100
108.7,3951,28.9,150013,2.31,5
105.1,3577,14.6,106174,0.36,35
105.2,3530,87.1,98727,1.86,40
103.0,2899,7.5,163989,2.02,15
100.2,734,91.5,28039,1.41,75
88.6,4514,34.0,157161,0.83,45
98.5,1403,53.3,60059,2.87,55
62.3,3307,17.6,125873,0.97,60
97.3,2966,90.7,95278,0.46,75
106.7,4775,76.2,112951,1.93,40
90.0,3862,92.8,57247,1.77,85
81.5,2076,69.9,114826,2.29,80
76.6,4015,22.5,39833,2.29,40
98.6,3061,34.3,77453,1.9,30
101.6,4542,51.3,18254,0.7,60
112.3,2640,62.7,83981,2.67,55
80.5,1606,93.0,32611,0.82,100
106.2,1592,41.5,109314,0.37,75
93.7,2496,71.8,46827,0.97,100
113.0,3665,96.3,188344,1.5,45
91.7,3348,19.5,190329,0.7,60
91.1,3261,87.0,13830,1.07,100
94.7,3578,45.0,106485,1.59,85
105.0,2423,74.6,112749,1.04,75
117.9,4007,32.9,5696,0.36,35
64.4,2348,36.7,66278,0.67,75
63.2,3261,7.6,162334,2.4,40
116.3,618,97.3,168021,2.87,40
91.8,3958,82.3,143497,0.53,70
96.9,875,13.9,175569,2.07,15
88.9,4678,100.0,57420,2.73,65
65.6,3545,62.5,152712,0.97,70
106.1,964,86.1,99320,2.51,55
104.8,2573,11.3,124434,2.72,15
78.7,1394,42.0,187165,0.97,85
78.4,1189,68.6,123912,0.26,85
110.3,4894,15.1,106578,2.76,15
64.3,4913,51.4,47150,1.06,85
112.9,1340,47.1,157183,0.14,60
75.4,2794,25.5,168365,1.48,60
95.6,1269,33.5,103513,0.44,50
116.2,2037,96.9,180736,2.71,40
100.7,1455,32.4,18306,0.55,50
84.9,2977,25.3,95896,0.98,75
101.4,4633,55.9,92672,2.39,40
80.6,2493,68.7,149370,2.44,65
76.6,1786,73.9,4753,2.71,80
119.8,2442,76.7,77704,1.54,75
105.0,926,8.5,74374,2.96,30
98.7,3826,42.4,164637,1.6,45
81.3,3000,78.5,155724,2.39,65
62.9,4878,91.0,88144,1.15,85
61.9,4701,62.2,88617,2.83,65
93.3,4615,10.0,10875,2.09,40
105.7,4906,42.7,90853,0.32,60
92.2,650,12.1,48996,0.41,75
110.4,2068,76.1,165065,2.68,40
62.0,1609,11.0,97101,2.45,55
82.0,4157,22.6,136638,1.06,45
74.2,1674,44.6,110698,1.61,100
86.8,753,49.0,79139,2.57,80
64.3,1181,43.6,38690,0.4,100
117.2,1387,49.0,176813,0.5,60
73.4,3981,72.8,103340,2.18,65
115.3,2867,40.1,188727,0.34,60
85.6,4858,57.0,2646,1.12,85
119.1,1570,33.8,122372,0.83,35
93.2,1247,38.6,41592,2.3,55
115.8,1545,63.3,29339,0.11,75
60.3,2095,51.6,103849,0.43,100
104.9,2647,73.7,167521,0.39,60
114.2,1772,58.3,98718,1.02,75
68.4,4818,81.3,109702,0.77,85
65.8,3486,47.1,90883,0.76,100
85.5,4758,51.6,184703,1.17,70
116.0,1332,68.6,39967,0.72,75
92.5,3687,26.0,174619,0.41,45
91.6,4061,41.7,65463,1.79,85
68.5,2257,64.4,46851,2.86,80
60.0,1078,7.7,25062,1.86,55
108.6,1737,46.5,59123,2.3,55
65.3,4553,61.9,89229,2.92,65
98.0,1576,96.9,139293,0.54,60
114.9,836,88.3,15234,1.43,75
72.5,3123,31.7,139393,1.79,60
99.9,4643,53.2,7945,1.03,60
64.7,1197,10.4,5189,1.88,55
96.2,2302,27.9,102518,1.91,30
69.8,2776,78.6,133446,2.54,65
104.2,3157,16.7,142405,2.51,15
78.1,764,29.5,196815,0.51,60
87.8,2924,94.7,127066,0.59,85
96.0,3639,83.3,110711,0.74,60
70.3,1169,79.3,171979,0.86,85
104.5,3928,87.1,9173,1.74,60
78.2,740,76.2,135374,1.05,85
99.7,1285,16.5,110997,2.86,30
69.5,1286,54.1,170751,0.44,85
101.3,3880,47.2,55842,0.81,60
67.7,3363,34.6,157819,2.62,40
85.5,4190,84.2,131183,1.79,70
74.8,2638,49.1,121841,1.69,85
104.9,1674,10.7,81102,1.82,30
75.7,2825,31.1,103013,0.83,75
112.9,1941,26.7,152496,2.31,15
113.5,2289,89.3,139969,1.54,60
71.8,3610,66.5,38640,0.22,85
96.8,963,58.2,14482,0.61,75
65.3,1667,53.1,90052,2.47,80
83.5,3240,66.8,120963,1.1,85
102.8,4349,76.7,158427,2.34,25
99.6,2630,57.7,56145,2.02,55
97.5,1217,94.1,151655,0.97,60
77.0,3746,97.8,117288,0.47,85
82.7,2582,99.6,81718,2.44,80
66.2,793,68.6,4857,1.96,80
103.1,1719,93.6,11166,0.97,75
90.2,4802,43.4,122494,1.62,70
102.5,1126,86.7,7498,1.87,55
74.9,2552,91.4,168879,0.11,85
79.5,2382,90.9,156495,2.04,65
80.1,3273,83.9,183167,2.0,65
61.5,2997,43.6,106371,0.34,100
80.5,4324,20.1,44180,2.38,40
108.2,3189,36.7,41128,2.49,30
113.8,4126,77.9,88620,0.94,60
91.1,4449,27.1,99411,0.57,60
87.3,2234,50.4,59911,2.09,80
61.8,3609,58.7,57450,0.46,85
112.8,693,62.4,45940,2.59,55
60.8,4394,93.9,56584,1.49,85
116.7,3966,67.8,191121,2.74,25
89.4,3546,79.7,141342,1.96,50
80.5,688,60.3,192034,0.93,85
115.5,3150,84.2,4342,1.46,75
61.5,3414,30.0,43933,1.64,75
94.9,2045,24.9,67089,2.46,55
92.9,2430,93.0,198610,2.6,65
73.2,3341,70.9,155560,2.08,65
85.7,1154,68.8,96279,0.95,100
99.1,4364,49.4,115185,1.63,60
103.6,3034,40.8,54101,0.48,75
60.0,1280,57.8,176431,0.77,85
116.2,2231,16.5,132493,0.98,35
69.9,802,48.2,192827,0.31,85
74.0,4518,48.3,120668,2.67,50
75.8,3739,56.1,53525,0.46,85
62.3,2825,65.3,25117,2.12,80
67.4,2286,95.9,56462,1.57,100
119.2,1428,67.0,114073,2.51,55
78.9,2622,89.0,120331,2.25,65
66.9,702,57.8,176006,2.3,65
66.4,2157,64.6,74954,1.31,100
103.2,4811,11.6,57593,2.52,15
111.3,4687,17.7,143462,0.37,20
75.4,3111,60.1,22562,1.39,100
61.3,703,42.6,94081,2.98,80
73.4,4038,80.9,164371,2.85,50
63.4,3457,56.6,188974,0.34,85
66.2,1406,88.8,148747,1.76,85
85.9,2674,97.4,85044,1.02,100
73.8,1126,19.0,119568,2.21,55
91.0,4036,42.5,36881,2.23,65
75.2,897,68.2,9319,0.1,100
116.4,960,34.0,176279,2.55,15
114.4,4317,30.4,3911,0.75,35
94.0,2576,82.3,39927,2.9,80
81.3,2677,98.1,111464,2.73,80
82.9,4011,78.5,79261,0.65,85
84.7,2773,54.7,99411,1.95,80
103.7,2189,47.0,38195,0.96,75
87.1,1989,56.3,54422,0.4,100
111.4,4114,49.0,111140,2.63,40
116.6,862,52.8,47561,0.62,75
80.2,3583,24.3,104800,1.32,60
93.6,3519,90.9,132759,2.78,50
65.7,2463,76.7,169827,0.32,85
72.0,601,69.7,20855,1.7,100
84.8,2533,95.2,28879,1.76,100
72.4,993,32.0,153137,2.31,40
112.6,905,12.7,16091,2.5,30
69.5,1129,83.5,143819,1.33,85
87.3,3979,99.8,167315,2.26,50
96.3,1564,60.0,179758,2.74,40
101.5,4619,10.6,182756,2.67,5
83.0,1270,79.1,20601,1.56,100
112.1,4668,12.0,165869,1.86,5
94.1,2852,56.3,94458,2.05,80
86.4,3272,31.4,120646,2.48,40
64.0,2313,91.9,103722,1.57,100
87.9,4644,47.9,6190,0.42,85
109.2,1235,90.4,155220,1.22,60
96.9,4099,33.4,113962,2.19,15
109.9,1717,41.8,127871,1.91,40
89.6,2754,95.0,77471,2.29,80
67.1,4823,24.1,44550,1.55,60
60.8,637,60.0,175830,0.61,85
78.2,2232,41.9,136991,0.43,85
101.9,4893,78.5,155865,1.5,45
107.4,4375,17.3,199418,0.7,20
77.7,2654,46.5,36183,2.95,80
89.7,4685,71.4,87872,0.68,85
85.3,4003,43.7,185657,1.74,70
84.6,1118,10.6,1716,0.11,75
73.9,2841,72.0,131361,0.84,85
68.2,2963,52.8,4697,0.85,100
71.8,1641,6.1,179171,2.24,40
63.3,1994,63.2,126148,1.54,85
71.9,3469,92.4,92855,0.14,100
60.6,4276,15.5,63041,1.2,60
97.6,4321,61.1,66145,1.97,40
79.0,4372,74.2,133425,1.95,50
118.4,834,11.7,16919,0.26,50
71.6,3740,7.1,20141,2.79,40
80.7,1046,49.1,130946,0.82,85
81.5,607,80.2,74484,2.69,80
60.5,1599,20.3,114289,0.72,75
110.4,1934,84.5,72693,1.75,75
61.9,733,67.4,134921,1.28,85
116.4,3032,36.6,171909,1.79,35
113.5,655,54.0,106849,1.54,75
92.1,3785,96.7,175923,0.11,70
92.6,1711,25.6,168170,1.12,60
99.2,3779,52.5,123185,0.13,45
83.2,2123,64.3,162105,2.08,65
98.8,743,18.1,166835,2.58,15
62.7,3516,9.1,11900,1.22,60
63.2,2703,6.3,154426,1.62,60
87.4,1219,35.8,133286,0.29,60
93.0,2486,12.0,143412,1.22,60
113.3,2620,81.4,147731,0.5,60
66.3,2008,99.7,145759,0.29,85
109.4,3521,10.8,6553,0.6,35
72.6,3973,46.1,73874,2.63,65
83.6,4076,7.4,118236,2.95,40
79.0,1436,17.7,127605,2.65,40
84.0,4502,35.7,124833,2.91,25
69.0,2185,42.4,148307,2.22,65
90.2,1436,94.3,44143,0.56,100
108.1,3157,42.6,88719,1.73,75
86.5,3459,52.1,29287,2.22,80
89.4,4960,28.3,107006,1.59,60
110.9,1997,5.0,155212,1.71,35
102.4,4422,90.4,94233,1.8,60
89.4,4997,12.8,30657,1.45,60
75.5,4030,96.6,190566,0.94,70
113.1,1404,17.4,14746,1.95,30
94.6,1675,62.5,90067,0.26,100
73.3,4794,99.9,180566,0.6,70
76.1,3240,18.2,138817,2.78,40
108.2,3684,45.3,132495,1.52,45
62.6,2013,79.1,47305,2.48,80
119.5,2263,8.1,143131,2.21,15
67.8,3575,70.5,24721,1.03,85
107.8,4706,12.6,165751,2.43,5
83.7,4776,27.5,97895,0.36,60
89.5,2653,20.2,194710,2.64,40
112.8,3020,91.2,28277,2.07,55
84.8,3128,22.1,66875,2.79,55
92.2,4917,8.8,116934,2.7,40
63.0,2540,60.8,145836,1.2,85
60.1,3752,37.9,147953,2.58,25
74.7,2546,43.5,76676,1.73,100
100.8,1114,16.3,181014,0.56,35
67.3,820,76.1,8201,2.51,80
66.8,827,62.1,24568,2.73,80
84.7,2937,39.6,162402,0.35,60
98.9,4988,21.3,2816,2.8,15
102.7,3864,61.4,33094,1.84,40
70.7,1555,79.0,82802,0.18,100
64.8,2097,34.7,18055,1.67,75
116.4,1880,7.5,103306,2.41,30
75.6,2578,25.4,149630,1.65,60
111.2,2129,69.8,5235,2.15,55
111.8,3262,99.0,99227,2.65,55
106.4,3013,6.3,147233,2.62,15
70.1,3305,34.1,184490,0.62,60
109.3,4135,10.9,145619,1.34,20
106.2,4884,35.1,129947,0.42,20
95.8,1517,43.6,161980,1.83,40
80.2,1801,92.5,177641,2.87,65
75.8,3022,12.7,97188,0.63,75
67.3,2221,78.8,54259,1.27,100
90.6,1359,42.6,187093,2.87,65
95.1,4889,82.1,120408,2.28,25
81.6,2088,53.8,74881,0.31,100
88.5,4858,8.7,2070,1.34,60
81.8,4971,94.9,89266,2.96,65
98.5,2265,12.9,102904,1.41,50
114.1,2602,61.8,33688,1.93,55
69.8,1059,88.4,118170,2.13,80
82.9,3621,12.6,177683,2.03,25
68.5,2890,57.6,22856,1.6,100
97.5,1965,83.3,178646,0.49,60
103.7,3801,98.7,148899,2.15,25
115.9,1983,73.8,143771,2.81,40
76.7,2735,31.4,101105,2.83,55
117.0,3632,71.5,83695,1.82,40
63.8,4309,72.0,149748,1.53,70
96.2,2121,71.5,3703,1.07,75
63.4,2223,86.2,97193,0.4,100
113.6,1281,13.3,164665,2.66,15
91.8,3734,15.3,112501,0.5,60
100.2,3861,65.9,106015,0.94,60
109.9,4019,95.6,81547,2.25,40
69.0,2467,49.3,118429,2.14,80
62.3,4209,96.3,155786,2.07,50
112.7,1799,94.1,86372,2.25,55
78.9,3423,90.8,116947,1.67,100
67.7,3548,91.4,83082,0.55,85
88.1,4578,90.3,101743,3.0,65
95.9,4225,82.9,166373,2.69,25
61.9,768,71.0,169452,1.35,85
76.5,2621,7.3,140623,1.64,60
62.0,2794,17.6,106234,1.24,75
85.2,1038,17.8,18609,1.95,55
113.7,3860,7.2,92672,2.22,15
119.0,4855,16.1,69208,0.77,35
98.2,3049,92.4,133232,1.36,60
